Time,HeadPosx,HeadPosy,HeadPosz,rewardx,rewardz
14:55:26:534,1.209667,1.559642,0.9625714,,
14:55:26:568,1.197813,1.562544,0.9761555,,
14:55:26:601,1.185612,1.56674,0.9894335,,
14:55:26:634,1.172012,1.571406,1.00275,,
14:55:26:668,1.157461,1.576019,1.015615,,
14:55:26:701,1.141699,1.5805,1.028781,,
14:55:26:735,1.125369,1.584731,1.041774,,
14:55:26:768,1.108255,1.587776,1.055254,,
14:55:26:802,1.091263,1.590221,1.069437,,
14:55:26:835,1.074831,1.592003,1.08417,,
14:55:26:869,1.058512,1.593164,1.0995,,
14:55:26:901,1.042986,1.593774,1.114346,,
14:55:26:936,1.027468,1.593496,1.12981,,
14:55:26:968,1.012718,1.593052,1.144945,,
14:55:27:002,0.9976978,1.592487,1.16131,,
14:55:27:035,0.9830589,1.591767,1.178425,,
14:55:27:069,0.9690647,1.59041,1.196079,,
14:55:27:103,0.9557157,1.588158,1.214201,,
14:55:27:136,0.9431338,1.584978,1.233133,,
14:55:27:169,0.9316278,1.581434,1.252223,,
14:55:27:203,0.9207683,1.578279,1.272341,,
14:55:27:236,0.9108529,1.575367,1.292998,,
14:55:27:269,0.9018264,1.573236,1.313529,,
14:55:27:303,0.8929377,1.573661,1.335369,,
14:55:27:337,0.8844461,1.57667,1.357356,,
14:55:27:370,0.8761749,1.580106,1.378546,,
14:55:27:403,0.867435,1.583284,1.399709,,
14:55:27:436,0.8579082,1.586589,1.420221,,
14:55:27:470,0.8475776,1.590432,1.439765,,
14:55:27:503,0.8367891,1.593843,1.457505,,
14:55:27:537,0.8260369,1.596602,1.473122,,
14:55:27:570,0.815083,1.598852,1.487635,,
14:55:27:604,0.8037372,1.600716,1.5014,,
14:55:27:637,,,,,
14:55:27:638,,,,,
14:55:27:639,0.7925739,1.601821,1.514249,,
14:55:27:656,0.7858443,1.602051,1.521815,,
14:55:27:686,0.7759509,1.60146,1.532449,,
14:55:27:720,0.7647195,1.599743,1.544158,,
14:55:27:753,0.7535882,1.596873,1.555097,,
14:55:27:786,0.7423,1.593945,1.564914,,
14:55:27:820,0.7305045,1.59187,1.573682,,
14:55:27:853,0.7183495,1.592594,1.58164,,
14:55:27:886,0.7058263,1.595587,1.588874,,
14:55:27:920,0.6930037,1.599916,1.595982,,
14:55:27:953,0.6805544,1.604316,1.602731,,
14:55:27:986,0.6681309,1.608842,1.609279,,
14:55:28:020,0.6561704,1.613315,1.615532,,
14:55:28:053,0.6450758,1.61733,1.620844,,
14:55:28:086,0.6348157,1.620508,1.625345,,
14:55:28:120,0.6254272,1.622583,1.629189,,
14:55:28:154,0.6168242,1.624166,1.632318,,
14:55:28:186,0.6088486,1.62498,1.634979,,
14:55:28:220,0.6013651,1.625151,1.637218,,
14:55:28:254,0.5946565,1.624886,1.639037,,
14:55:28:287,0.5884428,1.624363,1.640712,,
14:55:28:320,0.5829592,1.624018,1.642507,,
14:55:28:354,0.5783539,1.624377,1.644667,,
14:55:28:387,0.5742292,1.62509,1.646984,,
14:55:28:420,0.570632,1.626034,1.649182,,
14:55:28:454,0.5674791,1.626887,1.650954,,
14:55:28:488,0.5646114,1.627371,1.652458,,
14:55:28:520,0.5621324,1.627505,1.653605,,
14:55:28:554,0.5601664,1.627446,1.654437,,
14:55:28:588,0.5586052,1.627124,1.655171,,
14:55:28:621,0.5573959,1.626777,1.655618,,
14:55:28:655,0.5565343,1.626438,1.655782,,
14:55:28:688,0.5561042,1.625982,1.655639,,
14:55:28:721,0.5560002,1.625552,1.655195,,
14:55:28:755,0.5562291,1.625351,1.654468,,
14:55:28:788,0.5569921,1.62483,1.653495,,
14:55:28:821,0.558373,1.624251,1.652263,,
14:55:28:855,0.5602012,1.62374,1.650807,,
14:55:28:888,0.5624557,1.623219,1.649167,,
14:55:28:922,0.5652151,1.622579,1.647304,,
14:55:28:955,0.5681329,1.621822,1.645415,,
14:55:28:988,0.5714598,1.620989,1.643382,,
14:55:29:022,0.5751948,1.620134,1.641269,,
14:55:29:055,0.5792012,1.619284,1.639241,,
14:55:29:089,0.5836611,1.618411,1.637063,,
14:55:29:122,0.5883503,1.617444,1.634925,,
14:55:29:155,0.593338,1.616294,1.63275,,
14:55:29:188,0.5990067,1.614873,1.630465,,
14:55:29:222,0.6051488,1.61343,1.628056,,
14:55:29:255,0.6114511,1.612077,1.625829,,
14:55:29:289,0.6182008,1.610861,1.623449,,
14:55:29:322,0.6252656,1.60985,1.621095,,
14:55:29:356,0.6326132,1.609326,1.618818,,
14:55:29:389,0.6401892,1.60929,1.616333,,
14:55:29:423,0.6478791,1.609404,1.613812,,
14:55:29:456,0.6553526,1.609527,1.611251,,
14:55:29:489,0.6628418,1.609559,1.608691,,
14:55:29:523,0.6701236,1.609666,1.60623,,
14:55:29:556,0.6769423,1.609614,1.60389,,
14:55:29:590,0.6835194,1.609532,1.601525,,
14:55:29:623,0.6897202,1.609291,1.599296,,
14:55:29:656,0.695363,1.6091,1.597167,,
14:55:29:690,0.7005935,1.608981,1.595043,,
14:55:29:723,0.7054367,1.608851,1.59311,,
14:55:29:756,0.709671,1.608897,1.591305,,
14:55:29:790,0.7136507,1.608829,1.589481,,
14:55:29:823,0.717021,1.608882,1.587744,,
14:55:29:857,0.7197881,1.609042,1.585994,,
14:55:29:890,0.7223005,1.609102,1.584193,,
14:55:29:923,0.7244668,1.609161,1.582464,,
14:55:29:957,0.7263684,1.609214,1.580733,,
14:55:29:990,0.7280197,1.609045,1.578882,,
14:55:30:024,0.7293863,1.608798,1.577005,,
14:55:30:057,0.7304139,1.608327,1.574961,,
14:55:30:090,0.7308731,1.607913,1.573027,,
14:55:30:123,0.7310028,1.607414,1.570961,,
14:55:30:157,0.7305231,1.607072,1.568735,,
14:55:30:191,0.7294064,1.606847,1.566645,,
14:55:30:224,0.7279143,1.6064,1.564593,,
14:55:30:257,0.7253113,1.606032,1.562601,,
14:55:30:291,0.7215428,1.605647,1.560736,,
14:55:30:324,0.7167168,1.604751,1.558941,,
14:55:30:358,0.7105494,1.60369,1.556938,,
14:55:30:391,0.7030525,1.602715,1.554806,,
14:55:30:424,0.6944933,1.601838,1.552487,,
14:55:30:458,0.6850967,1.601103,1.549834,,
14:55:30:491,0.6747284,1.600407,1.546864,,
14:55:30:524,0.6639805,1.599614,1.543721,,
14:55:30:558,0.6522727,1.598837,1.540091,,
14:55:30:592,0.6393638,1.598256,1.536422,,
14:55:30:624,0.6249003,1.597686,1.532357,,
14:55:30:658,0.608911,1.597104,1.52764,,
14:55:30:692,0.5911913,1.596184,1.522142,,
14:55:30:725,0.5724664,1.595321,1.516132,,
14:55:30:759,0.5524635,1.594595,1.509244,,
14:55:30:793,0.531239,1.594054,1.50193,,
14:55:30:825,0.5097556,1.593501,1.493912,,
14:55:30:859,0.4875402,1.5926,1.485221,,
14:55:30:892,0.4650307,1.591238,1.475796,,
14:55:30:925,0.4427605,1.590114,1.465842,,
14:55:30:959,0.4205265,1.589762,1.455738,,
14:55:30:992,0.3985147,1.589925,1.44564,,
14:55:31:026,0.3767333,1.590207,1.435962,,
14:55:31:059,0.3546314,1.590888,1.427241,,
14:55:31:092,0.3321905,1.592305,1.419616,,
14:55:31:126,0.3098607,1.593913,1.412813,,
14:55:31:160,0.2879248,1.59515,1.407494,,
14:55:31:193,0.2661614,1.596084,1.402954,,
14:55:31:226,0.2445827,1.596459,1.399514,,
14:55:31:259,0.2223849,1.596761,1.396886,,
14:55:31:293,0.1997261,1.596811,1.395443,,
14:55:31:326,0.1770887,1.596311,1.394918,,
14:55:31:361,0.1535964,1.595692,1.395708,,
14:55:31:393,0.13027,1.594398,1.397372,,
14:55:31:426,0.1061158,1.592553,1.400212,,
14:55:31:460,0.08142376,1.590096,1.404036,,
14:55:31:494,0.05671835,1.587442,1.408654,,
14:55:31:526,0.0316782,1.584459,1.414337,,
14:55:31:560,0.006140709,1.581069,1.420966,,
14:55:31:593,-0.01963758,1.580918,1.428486,,
14:55:31:627,-0.04541492,1.583283,1.436824,,
14:55:31:661,-0.07064342,1.586484,1.445096,,
14:55:31:694,-0.09545517,1.590755,1.452454,,
14:55:31:727,-0.1202884,1.596343,1.458605,,
14:55:31:761,-0.1448417,1.601714,1.463276,,
14:55:31:794,-0.168366,1.605898,1.466425,,
14:55:31:827,-0.1904993,1.608241,1.468431,,
14:55:31:861,-0.2118945,1.609425,1.469275,,
14:55:31:894,-0.2333045,1.610174,1.469468,,
14:55:31:928,-0.2546854,1.610476,1.467905,,
14:55:31:961,-0.2754512,1.610054,1.465154,,
14:55:31:995,-0.2962756,1.608781,1.461194,,
14:55:32:028,-0.3167634,1.60697,1.45607,,
14:55:32:061,-0.3374462,1.604378,1.449535,,
14:55:32:094,-0.358439,1.601684,1.441622,,
14:55:32:128,-0.3797197,1.599356,1.432458,,
14:55:32:161,-0.4013791,1.597292,1.422004,,
14:55:32:194,-0.4235253,1.595456,1.410554,,
14:55:32:228,-0.4458804,1.595555,1.397898,,
14:55:32:262,-0.4692578,1.597199,1.384476,,
14:55:32:295,-0.4927578,1.599152,1.370909,,
14:55:32:329,-0.5169067,1.600266,1.35715,,
14:55:32:362,-0.5412059,1.600831,1.343703,,
14:55:32:395,-0.5669627,1.601402,1.330656,,
14:55:32:428,-0.5933046,1.601598,1.318559,,
14:55:32:462,-0.6190596,1.600496,1.307345,,
14:55:32:496,-0.6445055,1.598153,1.296953,,
14:55:32:529,-0.6693864,1.595631,1.287977,,
14:55:32:562,-0.6945534,1.59347,1.279606,,
14:55:32:596,-0.7203479,1.591724,1.272327,,
14:55:32:633,-0.7466264,1.58999,1.266117,,
14:55:32:662,-0.7728047,1.587836,1.260617,,
14:55:32:696,-0.8001499,1.585184,1.255991,,
14:55:32:729,-0.8273072,1.582118,1.252491,,
14:55:32:763,-0.8557916,1.578802,1.250128,,
14:55:32:796,-0.8852711,1.575066,1.248699,,
14:55:32:830,-0.9162369,1.571269,1.24834,,
14:55:32:862,-0.9472327,1.567433,1.24904,,
14:55:32:896,-0.9796686,1.563519,1.250468,,
14:55:32:929,-1.012654,1.561833,1.252447,,
14:55:32:963,-1.045774,1.562366,1.254704,,
14:55:32:997,-1.078621,1.562813,1.256917,,
14:55:33:030,-1.10988,1.563266,1.258479,,
14:55:33:063,-1.141465,1.564157,1.259314,,
14:55:33:096,-1.172017,1.564986,1.259453,,
14:55:33:130,-1.201237,1.56593,1.258888,,
14:55:33:163,-1.230493,1.566419,1.257563,,
14:55:33:197,-1.259732,1.565964,1.255761,,
14:55:33:230,-1.288945,1.564809,1.253721,,
14:55:33:264,-1.319416,1.562328,1.251342,,
14:55:33:297,-1.349771,1.558285,1.248893,,
14:55:33:330,-1.38072,1.552552,1.246204,,
14:55:33:364,-1.412651,1.54475,1.243243,,
14:55:33:397,-1.444601,1.535575,1.239914,,
14:55:33:431,-1.477567,1.525381,1.23579,,
14:55:33:464,-1.51136,1.515205,1.23084,,
14:55:33:497,-1.546957,1.505183,1.224976,,
14:55:33:530,-1.585093,1.496181,1.218216,,
14:55:33:564,-1.626296,1.48832,1.210829,,
14:55:33:598,-1.668807,1.478318,1.203291,,
14:55:33:631,-1.710645,1.465048,1.196121,,
14:55:33:664,-1.752065,1.449485,1.189943,,
14:55:33:697,-1.792737,1.431912,1.185129,,
14:55:33:731,-1.832241,1.412473,1.181401,,
14:55:33:764,-1.869458,1.391292,1.178676,,
14:55:33:797,-1.905255,1.368461,1.176954,,
14:55:33:831,-1.939134,1.344181,1.175762,,
14:55:33:865,-1.971526,1.317964,1.175045,,
14:55:33:898,-2.001035,1.290617,1.174868,,
14:55:33:931,-2.028622,1.261445,1.174524,,
14:55:33:964,-2.054208,1.230481,1.174034,,
14:55:33:998,-2.077213,1.198397,1.174012,,
14:55:34:031,-2.099517,1.164776,1.174393,,
14:55:34:064,-2.119375,1.130033,1.175193,,
14:55:34:099,-2.138114,1.09368,1.176194,,
14:55:34:132,-2.154947,1.058489,1.176843,,
14:55:34:165,-2.170625,1.025058,1.176504,,
14:55:34:181,,,,,
14:55:34:182,,,,,
14:55:34:182,,,,,
14:55:34:182,,,,,
14:55:34:198,-2.184112,0.9933491,1.175556,,
14:55:34:232,-2.1958,0.9651775,1.17442,,
14:55:34:265,-2.205457,0.9420174,1.172828,,
14:55:34:299,-2.213077,0.9239256,1.170439,,
14:55:34:332,-2.218871,0.911969,1.167688,,
14:55:34:365,-2.223502,0.9063112,1.16512,,
14:55:34:399,-2.227114,0.9069619,1.163103,,
14:55:34:433,-2.229805,0.9138921,1.161763,,
14:55:34:465,-2.23175,0.9262767,1.160911,,
14:55:34:499,-2.233011,0.9440231,1.15998,,
14:55:34:532,-2.23344,0.9654952,1.159109,,
14:55:34:565,-2.232808,0.9908384,1.158376,,
14:55:34:599,-2.230488,1.019458,1.158378,,
14:55:34:633,-2.22673,1.050535,1.158942,,
14:55:34:665,-2.221318,1.083347,1.159757,,
14:55:34:699,-2.215047,1.116957,1.160432,,
14:55:34:733,-2.205583,1.152338,1.161826,,
14:55:34:766,-2.193897,1.188102,1.163558,,
14:55:34:799,-2.179725,1.222178,1.16519,,
14:55:34:833,-2.162642,1.255529,1.166682,,
14:55:34:866,-2.142776,1.287047,1.167812,,
14:55:34:900,-2.120423,1.316594,1.168385,,
14:55:34:933,-2.095979,1.343746,1.168456,,
14:55:34:967,-2.069943,1.369166,1.168419,,
14:55:35:000,-2.042344,1.391889,1.167781,,
14:55:35:034,-2.013026,1.411402,1.166188,,
14:55:35:067,-1.982065,1.427783,1.163492,,
14:55:35:100,-1.94946,1.440441,1.159988,,
14:55:35:134,-1.915414,1.451111,1.155641,,
14:55:35:166,-1.883261,1.459261,1.150977,,
14:55:35:201,-1.850215,1.466554,1.145466,,
14:55:35:234,-1.819739,1.473138,1.140136,,
14:55:35:267,-1.79108,1.478856,1.135081,,
14:55:35:300,-1.76348,1.484586,1.130248,,
14:55:35:334,-1.737346,1.490877,1.12594,,
14:55:35:367,-1.712791,1.497634,1.122284,,
14:55:35:402,-1.689949,1.504942,1.119738,,
14:55:35:434,-1.668314,1.512664,1.118255,,
14:55:35:467,-1.646662,1.520539,1.117965,,
14:55:35:500,-1.625281,1.528849,1.118779,,
14:55:35:534,-1.603758,1.537531,1.12054,,
14:55:35:567,-1.582667,1.546143,1.122937,,
14:55:35:601,-1.56156,1.554275,1.125948,,
14:55:35:634,-1.540315,1.561054,1.129414,,
14:55:35:668,-1.519584,1.566183,1.133505,,
14:55:35:702,-1.49923,1.569261,1.138262,,
14:55:35:735,-1.479053,1.570688,1.143692,,
14:55:35:768,-1.459856,1.571819,1.149325,,
14:55:35:802,-1.441334,1.573749,1.1551,,
14:55:35:835,-1.424676,1.576293,1.16066,,
14:55:35:868,-1.408511,1.579116,1.166373,,
14:55:35:901,-1.394022,1.582814,1.171985,,
14:55:35:935,-1.380164,1.586382,1.177736,,
14:55:35:968,-1.367418,1.589226,1.183139,,
14:55:36:003,-1.355515,1.591079,1.188359,,
14:55:36:035,-1.344162,1.592182,1.193057,,
14:55:36:069,-1.333822,1.59288,1.197072,,
14:55:36:103,-1.324036,1.592887,1.200249,,
14:55:36:135,-1.314804,1.59264,1.20262,,
14:55:36:170,-1.306149,1.592605,1.204185,,
14:55:36:204,-1.297918,1.592525,1.205031,,
14:55:36:237,-1.291498,1.592826,1.20508,,
14:55:36:270,-1.285361,1.593781,1.204197,,
14:55:36:303,-1.279851,1.595073,1.202527,,
14:55:36:337,-1.275043,1.596262,1.200488,,
14:55:36:371,-1.270775,1.597495,1.198,,
14:55:36:403,-1.267066,1.598212,1.195438,,
14:55:36:436,-1.26396,1.598489,1.19296,,
14:55:36:470,-1.261579,1.598867,1.190181,,
14:55:36:503,-1.260046,1.599425,1.187326,,
14:55:36:537,-1.259552,1.600205,1.184517,,
14:55:36:570,-1.260046,1.601205,1.181721,,
14:55:36:603,-1.261599,1.602351,1.178935,,
14:55:36:637,-1.263867,1.603069,1.176472,,
14:55:36:670,-1.26669,1.602753,1.174644,,
14:55:36:704,-1.26992,1.600704,1.173776,,
14:55:36:737,-1.273577,1.59715,1.173812,,
14:55:36:771,-1.277242,1.592691,1.174679,,
14:55:36:804,-1.280409,1.587717,1.176076,,
14:55:36:837,-1.283264,1.582126,1.177409,,
14:55:36:871,-1.285207,1.576917,1.178366,,
14:55:36:904,-1.287569,1.572636,1.178774,,
14:55:36:938,-1.289529,1.569119,1.178525,,
14:55:36:971,-1.291625,1.566188,1.178042,,
14:55:37:004,-1.29362,1.563767,1.177148,,
14:55:37:038,-1.295607,1.561701,1.175686,,
14:55:37:071,-1.297537,1.560238,1.173702,,
14:55:37:104,-1.299562,1.559883,1.171415,,
14:55:37:138,-1.301459,1.560665,1.169297,,
14:55:37:172,-1.303115,1.562247,1.167735,,
14:55:37:204,-1.304623,1.564585,1.16676,,
14:55:37:238,-1.306296,1.566614,1.166027,,
14:55:37:272,-1.308284,1.568551,1.165537,,
14:55:37:305,-1.311007,1.570156,1.165055,,
14:55:37:339,-1.314816,1.570562,1.16444,,
14:55:37:372,-1.319787,1.570257,1.163646,,
14:55:37:405,-1.326431,1.569691,1.162877,,
14:55:37:439,-1.334383,1.569066,1.162741,,
14:55:37:473,-1.343126,1.568896,1.163532,,
14:55:37:505,-1.352728,1.568893,1.165474,,
14:55:37:538,-1.363442,1.568773,1.168651,,
14:55:37:572,-1.375931,1.568614,1.173221,,
14:55:37:605,-1.389587,1.568348,1.17911,,
14:55:37:639,-1.404223,1.567576,1.186303,,
14:55:37:672,-1.419469,1.566336,1.194598,,
14:55:37:706,-1.435709,1.564319,1.204438,,
14:55:37:740,-1.45307,1.56172,1.215559,,
14:55:37:772,-1.471769,1.558818,1.227815,,
14:55:37:806,-1.49248,1.557076,1.241193,,
14:55:37:840,-1.515409,1.557057,1.255777,,
14:55:37:873,-1.539579,1.558182,1.270514,,
14:55:37:905,-1.563365,1.560212,1.284213,,
14:55:37:940,-1.58887,1.563748,1.297892,,
14:55:37:972,-1.614533,1.568072,1.310491,,
14:55:38:005,-1.640359,1.572426,1.322424,,
14:55:38:039,,,,,
14:55:38:040,,,,,
14:55:38:040,,,,,
14:55:40:226,,,,,
14:55:52:015,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:332,,,,,
14:56:00:333,-0.04352617,1.570258,-1.992463,,
14:56:00:364,-0.04469967,1.569855,-1.992378,,
14:56:00:397,-0.04557133,1.569544,-1.992364,,
14:56:00:431,-0.04616499,1.569171,-1.992268,,
14:56:00:464,-0.04637671,1.568683,-1.99226,,
14:56:00:498,-0.04634666,1.568065,-1.992164,,
14:56:00:532,-0.0459938,1.56756,-1.991853,,
14:56:00:564,-0.0451355,1.567163,-1.991418,,
14:56:00:598,-0.04394102,1.566691,-1.990724,,
14:56:00:632,-0.04248714,1.566421,-1.989853,,
14:56:00:664,-0.04086828,1.56626,-1.98888,,
14:56:00:698,-0.03901052,1.566409,-1.987641,,
14:56:00:732,-0.03685713,1.566786,-1.986182,,
14:56:00:764,-0.03460407,1.567332,-1.984635,,
14:56:00:798,-0.03219843,1.567902,-1.982836,,
14:56:00:832,-0.02973747,1.568487,-1.980806,,
14:56:00:865,-0.0272603,1.568926,-1.97876,,
14:56:00:898,-0.02491522,1.569308,-1.976628,,
14:56:00:932,-0.02253199,1.569646,-1.974228,,
14:56:00:965,-0.02009678,1.569765,-1.971703,,
14:56:00:999,-0.01751661,1.569907,-1.969014,,
14:56:01:033,-0.01457167,1.570245,-1.966046,,
14:56:01:065,-0.01140738,1.570725,-1.963044,,
14:56:01:099,-0.007871628,1.571392,-1.959826,,
14:56:01:132,-0.004061699,1.572201,-1.95645,,
14:56:01:165,0.000150681,1.572869,-1.952947,,
14:56:01:199,0.004640102,1.573037,-1.949342,,
14:56:01:232,0.009088993,1.572575,-1.945542,,
14:56:01:266,0.01371384,1.571005,-1.941677,,
14:56:01:299,0.01823044,1.567868,-1.937989,,
14:56:01:333,0.02272463,1.562807,-1.934602,,
14:56:01:366,0.02738714,1.556289,-1.931632,,
14:56:01:400,0.03201866,1.549603,-1.929297,,
14:56:01:433,0.03625441,1.543749,-1.92797,,
14:56:01:466,0.04064369,1.538786,-1.926902,,
14:56:01:499,0.04475117,1.534971,-1.926389,,
14:56:01:534,0.04822063,1.532501,-1.926639,,
14:56:01:566,0.05108452,1.531444,-1.927708,,
14:56:01:600,0.0534029,1.531317,-1.929622,,
14:56:01:633,0.05509377,1.531608,-1.932561,,
14:56:01:667,0.05613041,1.532134,-1.936225,,
14:56:01:700,0.05665827,1.532214,-1.940207,,
14:56:01:734,0.05699778,1.531564,-1.944392,,
14:56:01:767,0.05695677,1.530216,-1.948923,,
14:56:01:800,0.05678749,1.528089,-1.953054,,
14:56:01:833,0.05672121,1.524697,-1.956741,,
14:56:01:867,0.0569334,1.520329,-1.959774,,
14:56:01:901,0.05707741,1.51594,-1.96225,,
14:56:01:934,0.05705643,1.511882,-1.96429,,
14:56:01:967,,,,,
14:56:01:969,,,,,
14:56:01:970,,,,,
14:56:01:970,,,,,
14:56:01:971,0.05696201,1.507913,-1.966234,,
14:56:02:000,0.05682945,1.504436,-1.967774,,
14:56:02:034,0.05682325,1.501401,-1.968907,,
14:56:02:067,0.05717325,1.498721,-1.969808,,
14:56:02:102,0.05806255,1.496613,-1.97038,,
14:56:02:137,0.05963469,1.495122,-1.970521,,
14:56:02:168,0.06178761,1.494009,-1.970539,,
14:56:02:201,0.06465006,1.493407,-1.970316,,
14:56:02:234,0.06825733,1.493547,-1.969629,,
14:56:02:268,0.07296705,1.494301,-1.968507,,
14:56:02:301,0.07909012,1.495875,-1.967111,,
14:56:02:335,0.08639383,1.498499,-1.965426,,
14:56:02:369,0.09472942,1.501942,-1.963703,,
14:56:02:401,0.1038585,1.505497,-1.961682,,
14:56:02:435,0.1140332,1.509393,-1.959117,,
14:56:02:469,0.1247287,1.513169,-1.956297,,
14:56:02:502,0.1359906,1.516696,-1.953179,,
14:56:02:535,0.1476812,1.519635,-1.949156,,
14:56:02:569,0.160121,1.521895,-1.94418,,
14:56:02:602,0.1734691,1.523646,-1.93812,,
14:56:02:636,0.1875887,1.525181,-1.930607,,
14:56:02:669,0.2025437,1.526912,-1.92172,,
14:56:02:702,0.2182679,1.52915,-1.911837,,
14:56:02:736,0.2344513,1.532092,-1.900651,,
14:56:02:770,0.2513175,1.535859,-1.888278,,
14:56:02:803,0.2684793,1.539979,-1.875158,,
14:56:02:836,0.2859058,1.544036,-1.861149,,
14:56:02:870,0.3039007,1.547946,-1.845952,,
14:56:02:903,0.3221831,1.550542,-1.83015,,
14:56:02:937,0.3412628,1.551827,-1.812979,,
14:56:02:970,0.3598371,1.551695,-1.795588,,
14:56:03:003,0.378819,1.550704,-1.777119,,
14:56:03:036,0.3969445,1.548993,-1.758696,,
14:56:03:069,0.4140239,1.546986,-1.740361,,
14:56:03:103,0.4305534,1.545479,-1.722171,,
14:56:03:136,0.4459801,1.54469,-1.704841,,
14:56:03:170,0.4601135,1.544242,-1.68878,,
14:56:03:203,0.4737701,1.543758,-1.673889,,
14:56:03:237,0.4874239,1.543444,-1.659652,,
14:56:03:270,0.5007887,1.543909,-1.646796,,
14:56:03:303,0.5147066,1.545266,-1.635143,,
14:56:03:337,0.5284629,1.546994,-1.625008,,
14:56:03:371,0.5422673,1.548628,-1.616118,,
14:56:03:404,0.5559344,1.549818,-1.608253,,
14:56:03:437,0.5696769,1.55061,-1.601054,,
14:56:03:471,0.5838137,1.551345,-1.594703,,
14:56:03:504,0.596837,1.552134,-1.589791,,
14:56:03:537,0.610683,1.553177,-1.585654,,
14:56:03:570,0.6242313,1.554309,-1.582566,,
14:56:03:604,0.6379261,1.555589,-1.580578,,
14:56:03:637,0.6514783,1.556767,-1.579611,,
14:56:03:671,0.6652761,1.557701,-1.579675,,
14:56:03:704,0.6783295,1.558649,-1.580774,,
14:56:03:738,0.6913896,1.560177,-1.582966,,
14:56:03:771,0.7037635,1.562155,-1.585743,,
14:56:03:804,0.7156377,1.563913,-1.588631,,
14:56:03:838,0.7275891,1.565072,-1.591409,,
14:56:03:871,0.7391343,1.565522,-1.593899,,
14:56:03:904,0.7499776,1.565379,-1.596246,,
14:56:03:938,0.7606621,1.5648,-1.598422,,
14:56:03:972,0.7709188,1.564059,-1.600317,,
14:56:04:004,0.7810445,1.563135,-1.601866,,
14:56:04:039,0.7910581,1.562046,-1.602951,,
14:56:04:072,0.8005233,1.560918,-1.603613,,
14:56:04:105,0.8093653,1.560005,-1.604057,,
14:56:04:138,0.8176637,1.559315,-1.604632,,
14:56:04:172,0.8253875,1.558894,-1.60506,,
14:56:04:205,0.8327641,1.558488,-1.605283,,
14:56:04:239,0.8398972,1.558134,-1.605259,,
14:56:04:272,0.8464937,1.558128,-1.605176,,
14:56:04:305,0.8523817,1.558631,-1.60511,,
14:56:04:339,0.857542,1.55991,-1.605189,,
14:56:04:372,0.8622594,1.562042,-1.60542,,
14:56:04:405,0.866456,1.564998,-1.605792,,
14:56:04:439,0.8704162,1.568789,-1.606285,,
14:56:04:472,0.8741541,1.573202,-1.606821,,
14:56:04:505,0.8776603,1.577697,-1.607275,,
14:56:04:539,0.8808408,1.581709,-1.607732,,
14:56:04:572,0.8838601,1.584936,-1.608243,,
14:56:04:605,0.8865304,1.587147,-1.609058,,
14:56:04:639,0.8888288,1.588585,-1.610278,,
14:56:04:672,0.8908024,1.589441,-1.61215,,
14:56:04:706,0.8923955,1.589931,-1.614453,,
14:56:04:739,0.89325,1.590107,-1.617072,,
14:56:04:773,0.8932347,1.590031,-1.619526,,
14:56:04:806,0.8920579,1.589618,-1.621885,,
14:56:04:839,0.8898997,1.588846,-1.624352,,
14:56:04:873,0.8867207,1.587479,-1.627124,,
