Time,HeadPosx,HeadPosy,HeadPosz,rewardx,rewardz
14:55:09:536,-0.4616342,1.581583,-2.528535,,
14:55:09:569,-0.444891,1.582015,-2.515756,,
14:55:09:603,-0.4265804,1.582372,-2.503023,,
14:55:09:636,-0.4067149,1.582916,-2.489945,,
14:55:09:669,-0.3862734,1.584116,-2.477715,,
14:55:09:702,-0.3634887,1.585701,-2.465125,,
14:55:09:736,-0.3398705,1.587178,-2.453305,,
14:55:09:769,-0.316628,1.58801,-2.442538,,
14:55:09:803,-0.2939043,1.588528,-2.432353,,
14:55:09:837,-0.2730837,1.588816,-2.422516,,
14:55:09:870,-0.2550025,1.589635,-2.412557,,
14:55:09:904,-0.2392578,1.590993,-2.402411,,
14:55:09:936,-0.2262216,1.592645,-2.392519,,
14:55:09:970,-0.2153654,1.59496,-2.383051,,
14:55:10:004,-0.2055402,1.59788,-2.373714,,
14:55:10:038,-0.195817,1.600717,-2.364516,,
14:55:10:070,-0.1870394,1.603568,-2.355858,,
14:55:10:105,-0.1783919,1.606329,-2.346386,,
14:55:10:136,-0.1701927,1.608671,-2.336927,,
14:55:10:171,-0.1628294,1.610351,-2.32712,,
14:55:10:204,-0.156312,1.611539,-2.31714,,
14:55:10:236,-0.1505995,1.6124,-2.307309,,
14:55:10:271,-0.145287,1.613251,-2.296796,,
14:55:10:304,-0.141006,1.613721,-2.28671,,
14:55:10:338,-0.1373501,1.613985,-2.276551,,
14:55:10:371,-0.1346126,1.613974,-2.266166,,
14:55:10:404,-0.132925,1.613826,-2.255783,,
14:55:10:438,-0.1322141,1.613711,-2.244706,,
14:55:10:471,-0.1322098,1.613506,-2.233572,,
14:55:10:505,-0.1328177,1.612855,-2.221829,,
14:55:10:538,-0.1341939,1.610996,-2.210728,,
14:55:10:572,-0.1364317,1.609099,-2.19925,,
14:55:10:604,-0.1390667,1.608693,-2.188681,,
14:55:10:639,,,,,
14:55:10:640,-0.1420159,1.609269,-2.177279,,
14:55:10:672,-0.1450491,1.610248,-2.1657,,
14:55:10:705,-0.1479588,1.611015,-2.153639,,
14:55:10:739,-0.1506896,1.611573,-2.14079,,
14:55:10:772,-0.1530342,1.612025,-2.127346,,
14:55:10:805,-0.154665,1.612028,-2.113815,,
14:55:10:839,-0.1557751,1.611973,-2.100466,,
14:55:10:873,-0.1564717,1.611437,-2.087111,,
14:55:10:905,-0.1569061,1.610321,-2.074062,,
14:55:10:939,-0.1572118,1.608289,-2.060144,,
14:55:10:972,-0.1570268,1.605389,-2.045741,,
14:55:11:005,-0.1559319,1.601398,-2.030431,,
14:55:11:039,-0.1540627,1.596632,-2.0145,,
14:55:11:072,-0.1510239,1.591645,-1.998057,,
14:55:11:105,-0.1468072,1.587291,-1.981323,,
14:55:11:140,-0.1412997,1.584355,-1.963684,,
14:55:11:173,-0.1346245,1.582225,-1.946577,,
14:55:11:205,-0.1269565,1.58033,-1.929258,,
14:55:11:240,-0.1187892,1.577771,-1.911766,,
14:55:11:273,-0.1106596,1.57488,-1.894953,,
14:55:11:306,-0.102643,1.57314,-1.877516,,
14:55:11:340,-0.09471321,1.572697,-1.859335,,
14:55:11:373,-0.08726168,1.573691,-1.840605,,
14:55:11:405,-0.08040905,1.575169,-1.821935,,
14:55:11:440,-0.07378149,1.576179,-1.802749,,
14:55:11:473,-0.06831503,1.576692,-1.784517,,
14:55:11:506,-0.0636034,1.577032,-1.765088,,
14:55:11:540,-0.05968904,1.577582,-1.745657,,
14:55:11:573,-0.0566597,1.577578,-1.726073,,
14:55:11:606,-0.0542202,1.576857,-1.706475,,
14:55:11:640,-0.05229473,1.575505,-1.686315,,
14:55:11:673,-0.05092669,1.573739,-1.665809,,
14:55:11:706,-0.05012608,1.571836,-1.644616,,
14:55:11:740,-0.04990959,1.569713,-1.623095,,
14:55:11:774,-0.05033255,1.567093,-1.600461,,
14:55:11:806,-0.0513587,1.563689,-1.578892,,
14:55:11:840,-0.05308628,1.559718,-1.556197,,
14:55:11:874,-0.05553532,1.555813,-1.533,,
14:55:11:907,-0.05849409,1.552377,-1.509679,,
14:55:11:940,-0.06151962,1.55148,-1.485612,,
14:55:11:974,-0.06422186,1.553474,-1.460375,,
14:55:12:007,-0.06630325,1.556349,-1.436103,,
14:55:12:041,-0.06774473,1.558709,-1.411692,,
14:55:12:074,-0.068501,1.560784,-1.387582,,
14:55:12:107,-0.06874609,1.562593,-1.363122,,
14:55:12:140,-0.06816101,1.563938,-1.338997,,
14:55:12:174,-0.06707191,1.564213,-1.314945,,
14:55:12:207,-0.06579924,1.563175,-1.291353,,
14:55:12:241,-0.06411123,1.561116,-1.267515,,
14:55:12:275,-0.06197405,1.558522,-1.242165,,
14:55:12:307,-0.05943441,1.555453,-1.217179,,
14:55:12:341,-0.05632877,1.551312,-1.190962,,
14:55:12:374,-0.05272245,1.546161,-1.164599,,
14:55:12:407,-0.0486269,1.539937,-1.138385,,
14:55:12:441,-0.04389715,1.53339,-1.112383,,
14:55:12:475,-0.0384984,1.527069,-1.086276,,
14:55:12:508,-0.03261805,1.521441,-1.059765,,
14:55:12:541,-0.02635193,1.516844,-1.032271,,
14:55:12:574,-0.01983356,1.513029,-1.003591,,
14:55:12:608,-0.01386929,1.509677,-0.9748135,,
14:55:12:642,-0.00843811,1.505357,-0.9453292,,
14:55:12:675,-0.004378796,1.500629,-0.9190352,,
14:55:12:708,-0.001355171,1.496066,-0.8924732,,
14:55:12:741,0.000425816,1.491524,-0.8660288,,
14:55:12:775,0.001186848,1.486226,-0.8401213,,
14:55:12:808,0.001309872,1.479631,-0.815809,,
14:55:12:841,0.001102924,1.472107,-0.7926586,,
14:55:12:875,0.000426292,1.464214,-0.7703567,,
14:55:12:908,-0.000545502,1.456421,-0.7490206,,
14:55:12:942,-0.00180912,1.448783,-0.7286308,,
14:55:12:975,-0.00327301,1.441373,-0.7101564,,
14:55:13:008,-0.004968643,1.434182,-0.6929717,,
14:55:13:042,-0.006565571,1.427253,-0.6771455,,
14:55:13:076,-0.007623196,1.421201,-0.6614206,,
14:55:13:108,-0.007999897,1.415749,-0.6460099,,
14:55:13:142,-0.00695467,1.409912,-0.6304755,,
14:55:13:176,-0.004088402,1.403725,-0.616236,,
14:55:13:209,0.000403404,1.397647,-0.6028707,,
14:55:13:243,0.006291389,1.392151,-0.5902691,,
14:55:13:276,0.01311207,1.387269,-0.5794401,,
14:55:13:309,0.0204258,1.382941,-0.5702982,,
14:55:13:343,0.02816916,1.37888,-0.5627637,,
14:55:13:376,0.0362258,1.374941,-0.5569463,,
14:55:13:409,0.04484034,1.37084,-0.5526376,,
14:55:13:443,0.05421782,1.366236,-0.5499518,,
14:55:13:476,0.06407976,1.361381,-0.5485823,,
14:55:13:510,0.07465982,1.355968,-0.5486002,,
14:55:13:543,0.08590317,1.349848,-0.5500019,,
14:55:13:577,0.0977149,1.342871,-0.5527942,,
14:55:13:610,0.1101289,1.334929,-0.5569618,,
14:55:13:643,0.1231465,1.325676,-0.5627968,,
14:55:13:677,0.1369677,1.315041,-0.5704117,,
14:55:13:709,0.1509194,1.30335,-0.5792434,,
14:55:13:743,0.1654496,1.290306,-0.5889776,,
14:55:13:776,0.1797895,1.276392,-0.5987802,,
14:55:13:811,0.1937871,1.260751,-0.6087503,,
14:55:13:843,0.2068572,1.244257,-0.618269,,
14:55:13:877,0.2185688,1.227435,-0.6275308,,
14:55:13:910,0.2286963,1.210944,-0.6361017,,
14:55:13:943,0.2369256,1.194679,-0.6438258,,
14:55:13:977,0.2435112,1.178673,-0.6503646,,
14:55:14:010,0.2489724,1.162,-0.6562006,,
14:55:14:044,0.2533531,1.144812,-0.6611078,,
14:55:14:077,0.257123,1.126996,-0.6655943,,
14:55:14:093,,,,,
14:55:14:094,,,,,
14:55:14:094,,,,,
14:55:14:094,,,,,
14:55:14:111,0.2598782,1.108847,-0.6695609,,
14:55:14:144,0.2618051,1.091452,-0.6732788,,
14:55:14:178,0.2628736,1.074468,-0.6773584,,
14:55:14:211,0.263288,1.059395,-0.682023,,
14:55:14:245,0.2627826,1.046653,-0.6870773,,
14:55:14:278,0.2614408,1.0375,-0.6923316,,
14:55:14:311,0.2609353,1.03269,-0.6978052,,
14:55:14:344,0.2591338,1.03156,-0.702714,,
14:55:14:378,0.2577262,1.034681,-0.7072952,,
14:55:14:412,0.2568221,1.042579,-0.711544,,
14:55:14:445,0.2562089,1.054783,-0.7154024,,
14:55:14:479,0.255476,1.071451,-0.7189951,,
14:55:14:512,0.2545371,1.09175,-0.722971,,
14:55:14:545,0.2530174,1.1155,-0.727777,,
14:55:14:578,0.2511826,1.142098,-0.7337854,,
14:55:14:612,0.2487273,1.170738,-0.7414258,,
14:55:14:645,0.2451134,1.200364,-0.7512505,,
14:55:14:679,0.2403812,1.230218,-0.7635996,,
14:55:14:712,0.2345095,1.259566,-0.7780373,,
14:55:14:745,0.2276192,1.287405,-0.7947643,,
14:55:14:778,0.2201505,1.314227,-0.8125756,,
14:55:14:812,0.2118335,1.33918,-0.8319049,,
14:55:14:845,0.2031631,1.362779,-0.8509049,,
14:55:14:879,0.1940522,1.384719,-0.8703027,,
14:55:14:912,0.1842966,1.404734,-0.8904727,,
14:55:14:945,0.1744385,1.422508,-0.910835,,
14:55:14:979,0.1643496,1.438396,-0.9320371,,
14:55:15:012,0.1536713,1.453207,-0.9531376,,
14:55:15:046,0.1418409,1.466168,-0.9750774,,
14:55:15:079,0.1291513,1.477829,-0.9975984,,
14:55:15:112,0.115859,1.487503,-1.020469,,
14:55:15:146,0.1015291,1.495903,-1.044233,,
14:55:15:179,0.08677959,1.503145,-1.067533,,
14:55:15:213,0.07136583,1.509275,-1.090533,,
14:55:15:246,0.05583572,1.514039,-1.112567,,
14:55:15:280,0.04019642,1.518096,-1.13328,,
14:55:15:313,0.02517223,1.521422,-1.15235,,
14:55:15:346,0.01088762,1.523656,-1.170758,,
14:55:15:380,-0.003254414,1.525285,-1.188491,,
14:55:15:413,-0.01537895,1.526557,-1.204933,,
14:55:15:447,-0.02635241,1.528046,-1.220457,,
14:55:15:480,-0.03556061,1.529773,-1.234421,,
14:55:15:514,-0.04340982,1.531822,-1.247779,,
14:55:15:547,-0.04980659,1.534001,-1.260687,,
14:55:15:581,-0.05483913,1.536321,-1.27296,,
14:55:15:613,-0.05862284,1.538377,-1.284406,,
14:55:15:647,-0.06129074,1.540573,-1.295894,,
14:55:15:680,-0.06299591,1.542664,-1.306947,,
14:55:15:714,-0.06371927,1.544787,-1.317717,,
14:55:15:747,-0.06365013,1.546463,-1.327969,,
14:55:15:781,-0.0629015,1.54729,-1.337954,,
14:55:15:814,-0.06153631,1.547163,-1.3477,,
14:55:15:847,-0.0596199,1.546459,-1.357272,,
14:55:15:881,-0.05724764,1.546003,-1.366412,,
14:55:15:914,-0.05452251,1.545951,-1.374572,,
14:55:15:948,-0.05163765,1.546596,-1.381751,,
14:55:15:981,-0.04861879,1.547339,-1.388329,,
14:55:16:015,-0.04545212,1.547385,-1.394663,,
14:55:16:048,-0.04233265,1.546953,-1.400824,,
14:55:16:081,-0.03928185,1.546348,-1.406751,,
14:55:16:115,-0.03612852,1.545807,-1.412228,,
14:55:16:148,-0.03340912,1.545528,-1.417044,,
14:55:16:182,-0.03097296,1.545806,-1.421332,,
14:55:16:214,-0.02880335,1.546405,-1.424767,,
14:55:16:248,-0.02679586,1.547685,-1.427837,,
14:55:16:282,-0.02500439,1.549217,-1.430471,,
14:55:16:315,-0.02330923,1.550577,-1.432775,,
14:55:16:348,-0.02187538,1.551973,-1.434991,,
14:55:16:382,-0.02060461,1.553194,-1.436777,,
14:55:16:415,-0.0196023,1.554295,-1.438149,,
14:55:16:449,-0.01867485,1.555503,-1.438806,,
14:55:16:482,-0.01770926,1.5577,-1.438614,,
14:55:16:515,-0.01684332,1.561395,-1.437873,,
14:55:16:549,-0.01617146,1.566736,-1.436483,,
14:55:16:582,-0.01570988,1.57306,-1.43526,,
14:55:16:615,-0.01576948,1.579277,-1.434671,,
14:55:16:649,-0.01636362,1.584924,-1.434422,,
14:55:16:682,-0.01763535,1.589736,-1.434257,,
14:55:16:715,-0.01936245,1.593469,-1.434035,,
14:55:16:749,-0.02235079,1.596147,-1.433803,,
14:55:16:782,-0.02651024,1.598028,-1.432674,,
14:55:16:816,-0.03214216,1.59906,-1.431203,,
14:55:16:849,-0.03908253,1.599224,-1.429715,,
14:55:16:882,-0.04655027,1.598585,-1.428288,,
14:55:16:916,-0.05427027,1.597191,-1.426916,,
14:55:16:949,-0.06107807,1.595305,-1.425847,,
14:55:16:983,-0.06639576,1.592924,-1.424079,,
14:55:17:016,-0.07000828,1.590613,-1.421707,,
14:55:17:049,-0.07236052,1.588804,-1.418378,,
14:55:17:083,-0.07371664,1.587408,-1.413989,,
14:55:17:116,-0.07470465,1.586463,-1.409168,,
14:55:17:150,-0.07568312,1.585534,-1.403911,,
14:55:17:183,-0.07640266,1.584565,-1.398661,,
14:55:17:216,-0.07714891,1.583668,-1.393423,,
14:55:17:249,-0.07793331,1.582998,-1.38827,,
14:55:17:283,,,,,
14:55:17:283,,,,,
14:55:17:285,-0.07869387,1.582707,-1.383188,,
14:55:17:304,-0.07923174,1.582687,-1.380144,,
14:55:17:334,-0.08000708,1.582974,-1.375787,,
14:55:17:366,-0.0809083,1.583699,-1.371029,,
14:55:17:400,-0.08165598,1.584795,-1.366489,,
14:55:17:434,-0.08239985,1.585936,-1.362213,,
14:55:17:467,-0.08317041,1.587207,-1.358095,,
14:55:17:501,-0.08394766,1.588832,-1.35411,,
14:55:17:534,-0.08468008,1.59041,-1.35044,,
14:55:17:568,-0.08520603,1.591822,-1.347424,,
14:55:17:601,-0.08557177,1.593111,-1.345309,,
14:55:17:634,-0.08590555,1.59433,-1.344165,,
14:55:17:668,-0.08648348,1.595548,-1.343839,,
14:55:17:701,-0.08725595,1.597058,-1.343872,,
14:55:17:735,-0.08788776,1.59882,-1.343767,,
14:55:17:768,-0.08790922,1.600482,-1.343477,,
14:55:17:802,-0.08708715,1.601894,-1.343035,,
14:55:17:834,-0.08563662,1.603202,-1.34267,,
14:55:17:868,-0.08349562,1.604102,-1.341925,,
14:55:17:901,-0.08139849,1.605159,-1.341016,,
14:55:17:935,-0.0793395,1.60631,-1.340211,,
14:55:17:968,-0.07756758,1.607512,-1.339603,,
14:55:18:001,-0.07584286,1.60864,-1.338991,,
14:55:18:034,-0.07419252,1.609742,-1.338387,,
14:55:18:068,-0.07223654,1.610713,-1.33759,,
14:55:18:101,-0.0700407,1.611535,-1.336639,,
14:55:18:135,-0.06764746,1.612137,-1.335417,,
14:55:18:168,-0.06508112,1.612676,-1.334103,,
14:55:18:201,-0.0625329,1.613056,-1.332708,,
14:55:18:235,-0.06034565,1.613589,-1.331198,,
14:55:18:268,-0.05835485,1.614318,-1.329624,,
14:55:18:302,-0.05664635,1.614955,-1.328264,,
14:55:18:336,-0.05527782,1.615372,-1.327048,,
14:55:18:369,-0.05399609,1.615443,-1.32609,,
14:55:18:403,-0.05252218,1.615289,-1.325215,,
14:55:18:436,-0.05092096,1.61528,-1.324321,,
14:55:18:470,-0.04858541,1.615379,-1.323279,,
14:55:18:504,-0.04571819,1.615494,-1.32197,,
14:55:18:536,-0.04243803,1.615766,-1.320253,,
14:55:18:570,-0.03847027,1.616311,-1.318222,,
14:55:18:603,-0.03373003,1.616856,-1.316115,,
14:55:18:636,-0.02781677,1.616958,-1.31425,,
14:55:18:669,-0.02028656,1.616941,-1.312857,,
14:55:18:703,-0.01076794,1.617027,-1.312067,,
14:55:18:736,0.000221252,1.617372,-1.311837,,
14:55:18:771,0.01287937,1.617419,-1.312206,,
14:55:18:803,0.02715874,1.617077,-1.313252,,
14:55:18:836,0.04310226,1.616195,-1.314788,,
14:55:18:871,0.06063271,1.614994,-1.31667,,
14:55:18:904,0.0795846,1.613398,-1.318829,,
14:55:18:937,0.09930992,1.611357,-1.321114,,
14:55:18:970,0.1202555,1.60933,-1.323294,,
14:55:19:004,0.1426539,1.608166,-1.325445,,
14:55:19:037,0.1655664,1.606949,-1.327246,,
14:55:19:071,0.188694,1.606395,-1.328386,,
14:55:19:104,0.2113795,1.606757,-1.32854,,
14:55:19:138,0.2338243,1.607816,-1.327505,,
14:55:19:171,0.2553577,1.609689,-1.325304,,
14:55:19:205,0.2761545,1.612152,-1.322093,,
14:55:19:237,0.2958112,1.614231,-1.318399,,
14:55:19:271,0.3150826,1.615402,-1.314179,,
14:55:19:303,,,,,
14:55:19:304,0.33288,1.616035,-1.309821,,
14:55:19:338,0.3509903,1.616369,-1.30462,,
14:55:19:371,0.367424,1.616423,-1.29893,,
14:55:19:404,0.3837175,1.616544,-1.292211,,
14:55:19:438,0.3991613,1.616485,-1.284427,,
14:55:19:472,0.4140902,1.616096,-1.2754,,
14:55:19:504,0.4281845,1.615431,-1.264908,,
14:55:19:538,0.4414067,1.613982,-1.253018,,
14:55:19:572,0.4541183,1.611986,-1.239198,,
14:55:19:604,0.4661193,1.609824,-1.223823,,
14:55:19:639,0.4780178,1.607322,-1.206264,,
14:55:19:672,0.4898267,1.604782,-1.187146,,
14:55:19:705,0.5018253,1.602306,-1.166219,,
14:55:19:738,0.5138087,1.600241,-1.144067,,
14:55:19:773,0.5262003,1.600196,-1.11955,,
14:55:19:805,0.5382867,1.602105,-1.095109,,
14:55:19:839,0.5506549,1.602942,-1.070329,,
14:55:19:873,0.5631018,1.602614,-1.046613,,
14:55:19:905,0.5762687,1.602812,-1.023179,,
14:55:19:939,0.5903654,1.604141,-0.999583,,
14:55:19:972,0.6052251,1.605764,-0.9767389,,
14:55:20:005,0.6205692,1.607076,-0.9548094,,
14:55:20:039,0.6362824,1.608009,-0.9334166,,
14:55:20:073,0.6523762,1.608517,-0.9120586,,
14:55:20:106,0.669313,1.608664,-0.8905597,,
14:55:20:139,0.6865773,1.608415,-0.8696349,,
14:55:20:173,0.7052217,1.607358,-0.8483205,,
14:55:20:206,0.7246842,1.60512,-0.8272533,,
14:55:20:239,0.7445998,1.601994,-0.806689,,
14:55:20:273,0.7660108,1.597985,-0.7857935,,
14:55:20:306,0.7881842,1.593884,-0.7648444,,
14:55:20:339,0.8106351,1.590387,-0.7442923,,
14:55:20:374,0.8346148,1.587615,-0.7229323,,
14:55:20:406,0.8571515,1.588129,-0.7030954,,
14:55:20:440,0.8800349,1.589926,-0.6827958,,
14:55:20:473,0.9019165,1.592354,-0.661978,,
14:55:20:506,0.921711,1.595722,-0.6406207,,
14:55:20:540,0.9400187,1.599945,-0.6178527,,
14:55:20:573,0.9561882,1.604189,-0.5951974,,
14:55:20:606,0.9709072,1.60729,-0.5721531,,
14:55:20:640,0.9843082,1.608963,-0.5492406,,
14:55:20:673,0.9968204,1.609485,-0.525691,,
14:55:20:706,1.008481,1.609385,-0.5015709,,
14:55:20:740,1.019829,1.608459,-0.4764013,,
14:55:20:773,1.031144,1.606177,-0.4503906,,
14:55:20:807,1.042419,1.602812,-0.4232473,,
14:55:20:840,1.053144,1.598837,-0.3951674,,
14:55:20:874,1.06312,1.594994,-0.3657188,,
14:55:20:906,1.071999,1.592175,-0.3352771,,
14:55:20:940,1.079852,1.58991,-0.3037176,,
14:55:20:974,1.086599,1.5902,-0.2721047,,
14:55:21:007,1.092793,1.593441,-0.2404892,,
14:55:21:041,1.099266,1.597184,-0.2087939,,
14:55:21:074,1.106369,1.601374,-0.1776052,,
14:55:21:107,1.114017,1.604938,-0.1473758,,
14:55:21:140,1.122411,1.608486,-0.1176579,,
14:55:21:175,1.131304,1.611005,-0.08789229,,
14:55:21:208,1.140375,1.612026,-0.05790091,,
14:55:21:241,1.149004,1.611871,-0.02876568,,
14:55:21:274,1.157688,1.610836,0.001768112,,
14:55:21:307,1.165999,1.60888,0.03233004,,
14:55:21:341,1.174251,1.605748,0.06377196,,
14:55:21:374,1.181947,1.601245,0.09431386,,
14:55:21:408,1.189938,1.595982,0.1254709,,
14:55:21:441,1.198196,1.590255,0.1567831,,
14:55:21:475,1.20695,1.585273,0.1887376,,
14:55:21:508,1.216035,1.581061,0.2204657,,
14:55:21:541,1.225447,1.578046,0.2521276,,
14:55:21:575,1.234893,1.578226,0.2838845,,
14:55:21:608,1.244081,1.579949,0.3154013,,
14:55:21:642,1.251919,1.582279,0.3464546,,
14:55:21:675,1.257997,1.585704,0.3774042,,
14:55:21:708,1.262403,1.589644,0.408174,,
14:55:21:742,1.265395,1.5933,0.4384453,,
14:55:21:775,1.267091,1.595351,0.4680512,,
14:55:21:808,1.267813,1.595877,0.4965923,,
14:55:21:842,1.267916,1.595013,0.5252755,,
14:55:21:875,1.267385,1.593205,0.553962,,
14:55:21:908,1.266572,1.59045,0.5823569,,
14:55:21:942,1.265212,1.586507,0.6113749,,
14:55:21:975,1.263504,1.581949,0.6401398,,
14:55:22:009,1.261189,1.576644,0.6698127,,
14:55:22:042,1.258156,1.571807,0.7000108,,
14:55:22:075,1.254376,1.567596,0.7311244,,
14:55:22:109,1.250004,1.56414,0.7632666,,
14:55:22:142,1.245557,1.563432,0.7959106,,
14:55:22:176,1.241442,1.565007,0.8306532,,
14:55:22:209,1.238363,1.566095,0.8652506,,
14:55:22:242,1.237098,1.567353,0.900044,,
14:55:22:276,1.237553,1.567601,0.9346421,,
14:55:22:309,1.239986,1.567246,0.9691284,,
14:55:22:342,1.243937,1.565823,1.003472,,
14:55:22:376,1.249098,1.56271,1.037452,,
14:55:22:410,1.255424,1.557981,1.071743,,
14:55:22:443,1.262071,1.551781,1.106436,,
14:55:22:476,1.268938,1.543394,1.14116,,
14:55:22:510,1.27601,1.53255,1.176444,,
14:55:22:543,1.283151,1.518985,1.212329,,
14:55:22:576,1.290535,1.502644,1.24892,,
14:55:22:610,1.297953,1.483709,1.286438,,
14:55:22:643,1.30545,1.462032,1.324655,,
14:55:22:677,1.312785,1.438648,1.363374,,
14:55:22:710,1.319829,1.414087,1.402512,,
14:55:22:744,1.325834,1.387086,1.440766,,
14:55:22:777,1.329815,1.358901,1.476128,,
14:55:22:810,1.332794,1.329477,1.510807,,
14:55:22:844,1.334612,1.300813,1.541713,,
14:55:22:877,1.336123,1.272454,1.570454,,
14:55:22:910,1.337066,1.245104,1.596324,,
14:55:22:943,1.337422,1.219107,1.619231,,
14:55:22:977,1.337108,1.195613,1.639144,,
14:55:22:994,,,,,
14:55:22:994,,,,,
14:55:22:995,,,,,
14:55:22:995,,,,,
14:55:23:011,1.336635,1.174621,1.65636,,
14:55:23:044,1.33621,1.157631,1.670407,,
14:55:23:078,1.335917,1.143924,1.682362,,
14:55:23:111,1.335558,1.134068,1.692418,,
14:55:23:144,1.335274,1.127122,1.7005,,
14:55:23:178,1.335063,1.122798,1.707198,,
14:55:23:211,1.33495,1.120754,1.712518,,
14:55:23:244,1.335092,1.121238,1.716721,,
14:55:23:278,1.334879,1.12516,1.719671,,
14:55:23:311,1.334466,1.13286,1.721377,,
14:55:23:344,1.333732,1.144535,1.721839,,
14:55:23:378,1.332681,1.159387,1.721204,,
14:55:23:411,1.331102,1.177292,1.718902,,
14:55:23:444,1.329009,1.196465,1.715994,,
14:55:23:478,1.326577,1.218796,1.710104,,
14:55:23:512,1.323887,1.241896,1.702015,,
14:55:23:545,1.320923,1.266146,1.691739,,
14:55:23:578,1.317907,1.291541,1.679152,,
14:55:23:612,1.315013,1.316504,1.664521,,
14:55:23:645,1.31192,1.341279,1.6473,,
14:55:23:678,1.308589,1.364792,1.627915,,
14:55:23:712,1.304817,1.386424,1.606313,,
14:55:23:745,1.300619,1.406016,1.582924,,
14:55:23:779,1.296181,1.424033,1.558476,,
14:55:23:812,1.290952,1.439608,1.53254,,
14:55:23:845,1.285352,1.453902,1.505929,,
14:55:23:879,1.279331,1.46575,1.478162,,
14:55:23:912,1.27323,1.475873,1.449214,,
14:55:23:945,1.266881,1.484038,1.419764,,
14:55:23:979,1.260165,1.491135,1.390412,,
14:55:24:012,1.253002,1.496855,1.361509,,
14:55:24:045,1.245287,1.501433,1.3326,,
14:55:24:080,1.237604,1.505249,1.303891,,
14:55:24:113,1.230319,1.50858,1.277039,,
14:55:24:146,1.223011,1.51207,1.25082,,
14:55:24:179,1.2163,1.515536,1.225872,,
14:55:24:213,1.210167,1.519736,1.202073,,
14:55:24:246,1.204732,1.52483,1.179896,,
14:55:24:280,1.200074,1.531037,1.158779,,
14:55:24:313,1.196103,1.537973,1.13867,,
14:55:24:346,1.192812,1.544885,1.119278,,
14:55:24:379,1.190238,1.551351,1.100668,,
14:55:24:413,1.188232,1.557388,1.082373,,
14:55:24:447,1.186893,1.562701,1.064306,,
14:55:24:480,1.186221,1.566981,1.04691,,
14:55:24:514,1.18612,1.57035,1.030329,,
14:55:24:546,1.186846,1.572825,1.014789,,
14:55:24:580,1.188371,1.574505,0.9997938,,
14:55:24:613,1.190561,1.575523,0.9858468,,
14:55:24:647,1.193681,1.57576,0.9723909,,
14:55:24:680,1.197586,1.575298,0.9600594,,
14:55:24:714,1.202121,1.574404,0.9483969,,
14:55:24:747,1.207295,1.573689,0.9375765,,
14:55:24:781,1.213202,1.573365,0.9274118,,
14:55:24:814,1.219439,1.572798,0.9180276,,
14:55:24:847,1.226078,1.57141,0.9092033,,
14:55:24:881,1.232945,1.568772,0.9008412,,
14:55:24:914,1.239662,1.565274,0.8932459,,
14:55:24:948,1.24655,1.562375,0.8862257,,
14:55:24:981,1.253396,1.559951,0.8796713,,
14:55:25:015,1.260151,1.557425,0.8727851,,
14:55:25:047,1.266085,1.555272,0.866457,,
14:55:25:081,1.271679,1.553531,0.8604333,,
14:55:25:114,1.276633,1.552395,0.8547499,,
14:55:25:148,1.280964,1.551855,0.8492582,,
14:55:25:182,1.284615,1.552052,0.8443594,,
14:55:25:214,1.287789,1.553003,0.8402119,,
14:55:25:248,1.290645,1.554354,0.8367491,,
14:55:25:281,1.293298,1.555784,0.8339481,,
14:55:25:315,1.295642,1.557229,0.8318613,,
14:55:25:348,1.297767,1.558916,0.8304391,,
14:55:25:382,1.299798,1.561023,0.8296571,,
14:55:25:416,1.301806,1.56412,0.8295724,,
14:55:25:436,1.303054,1.56657,0.8297296,,
14:55:25:465,1.304874,1.570593,0.8302586,,
14:55:25:499,1.306955,1.575482,0.8308101,,
14:55:25:533,1.309053,1.58021,0.830915,,
14:55:25:565,1.310861,1.584395,0.8311052,,
14:55:25:600,1.311969,1.58799,0.8311586,,
14:55:25:633,1.31191,1.590537,0.8314822,,
14:55:25:665,1.310785,1.592339,0.8320761,,
14:55:25:699,1.308445,1.59373,0.83321,,
14:55:25:732,1.304785,1.594058,0.8343241,,
14:55:25:766,1.299331,1.594459,0.8357756,,
14:55:25:800,1.292545,1.594394,0.8370886,,
14:55:25:833,1.28501,1.593823,0.8379102,,
14:55:25:866,1.277183,1.59277,0.8379364,,
14:55:25:900,1.26972,1.591288,0.8369687,,
14:55:25:933,1.263559,1.589738,0.836185,,
14:55:25:967,1.258983,1.588538,0.8359528,,
14:55:26:001,1.256233,1.588289,0.8364661,,
14:55:26:033,1.254655,1.588411,0.8376622,,
14:55:26:066,1.253786,1.588298,0.8397145,,
14:55:26:100,1.253399,1.588101,0.8426595,,
14:55:26:134,1.254609,1.587679,0.8467424,,
14:55:26:166,1.255762,1.58641,0.852047,,
14:55:26:201,1.25713,1.584171,0.8589084,,
14:55:26:234,1.258509,1.581243,0.8665199,,
14:55:26:267,1.259296,1.577803,0.8752809,,
14:55:26:300,1.258832,1.573914,0.8841615,,
14:55:26:334,1.256758,1.569682,0.8931551,,
14:55:26:367,1.252752,1.565589,0.9024997,,
14:55:26:401,1.246905,1.562546,0.9130876,,
14:55:26:434,1.239491,1.560783,0.9248884,,
14:55:26:467,1.230546,1.559743,0.9370782,,
14:55:26:501,1.220562,1.558947,0.9496405,,
